arb-arb,0.0
arb-cat,0.8571428571428572
arb-ces,0.8153846153846154
arb-cym,0.8028169014084507
arb-deu,0.8153846153846154
arb-eng,0.8153846153846154
arb-pes,0.8214285714285714
arb-spa,0.8727272727272728
arb-eus,0.8983050847457628
arb-fra,0.7966101694915254
arb-fry,0.7605633802816901
arb-ita,0.7592592592592593
arb-kab,0.8035714285714286
arb-nld,0.8571428571428572
arb-pol,0.8571428571428572
arb-por,0.8529411764705882
arb-rus,0.803030303030303
arb-kin,0.7887323943661972
arb-swe,0.8571428571428572
arb-tam,0.7627118644067796
arb-tur,0.8636363636363636
arb-tat,0.7878787878787878
arb-ukr,0.8529411764705882
arb-cmn,0.8309859154929577
cat-cat,0.0
cat-ces,0.75
cat-cym,0.8783783783783784
cat-deu,0.8636363636363636
cat-eng,0.828125
cat-pes,0.8771929824561404
cat-spa,0.8
cat-eus,0.6875
cat-fra,0.7894736842105263
cat-fry,0.8831168831168831
cat-ita,0.7
cat-kab,0.8596491228070176
cat-nld,0.8857142857142857
cat-pol,0.7931034482758621
cat-por,0.7333333333333334
cat-rus,0.8333333333333334
cat-kin,0.782608695652174
cat-swe,0.9230769230769231
cat-tam,0.7543859649122807
cat-tur,0.8412698412698413
cat-tat,0.835820895522388
cat-ukr,0.7936507936507937
cat-cmn,0.8904109589041096
ces-ces,0.0
ces-cym,0.7428571428571429
ces-deu,0.6440677966101696
ces-eng,0.6885245901639344
ces-pes,0.7222222222222222
ces-spa,0.7254901960784313
ces-eus,0.7407407407407407
ces-fra,0.6545454545454545
ces-fry,0.7183098591549295
ces-ita,0.5416666666666667
ces-kab,0.75
ces-nld,0.703125
ces-pol,0.728813559322034
ces-por,0.734375
ces-rus,0.7384615384615385
ces-kin,0.6307692307692307
ces-swe,0.8461538461538461
ces-tam,0.6896551724137931
ces-tur,0.7619047619047619
ces-tat,0.7230769230769231
ces-ukr,0.7142857142857143
ces-cmn,0.8378378378378378
cym-cym,0.0
cym-deu,0.6031746031746033
cym-eng,0.5333333333333333
cym-pes,0.7377049180327868
cym-spa,0.8412698412698413
cym-eus,0.8985507246376812
cym-fra,0.7384615384615385
cym-fry,0.6438356164383562
cym-ita,0.7213114754098361
cym-kab,0.8
cym-nld,0.7
cym-pol,0.8783783783783784
cym-por,0.858974358974359
cym-rus,0.8607594936708861
cym-kin,0.6712328767123288
cym-swe,0.7424242424242424
cym-tam,0.7647058823529411
cym-tur,0.868421052631579
cym-tat,0.8026315789473684
cym-ukr,0.8441558441558441
cym-cmn,0.7631578947368421
deu-deu,0.0
deu-eng,0.5964912280701755
deu-pes,0.6730769230769231
deu-spa,0.8596491228070176
deu-eus,0.9032258064516129
deu-fra,0.7017543859649122
deu-fry,0.578125
deu-ita,0.679245283018868
deu-kab,0.7931034482758621
deu-nld,0.6166666666666667
deu-pol,0.8805970149253731
deu-por,0.8428571428571429
deu-rus,0.8611111111111112
deu-kin,0.609375
deu-swe,0.5576923076923077
deu-tam,0.7936507936507937
deu-tur,0.8
deu-tat,0.7794117647058824
deu-ukr,0.8260869565217391
deu-cmn,0.8378378378378378
eng-eng,0.0
eng-pes,0.7222222222222222
eng-spa,0.7962962962962963
eng-eus,0.8275862068965517
eng-fra,0.6296296296296297
eng-fry,0.7
eng-ita,0.6538461538461539
eng-kab,0.7272727272727273
eng-nld,0.703125
eng-pol,0.8461538461538461
eng-por,0.8088235294117647
eng-rus,0.8115942028985508
eng-kin,0.6307692307692307
eng-swe,0.7704918032786885
eng-tam,0.7741935483870968
eng-tur,0.8529411764705882
eng-tat,0.7424242424242424
eng-ukr,0.791044776119403
eng-cmn,0.821917808219178
pes-pes,0.0
pes-spa,0.8
pes-eus,0.8367346938775511
pes-fra,0.7647058823529411
pes-fry,0.75
pes-ita,0.7708333333333334
pes-kab,0.7959183673469388
pes-nld,0.8
pes-pol,0.896551724137931
pes-por,0.8709677419354839
pes-rus,0.873015873015873
pes-kin,0.7
pes-swe,0.7924528301886793
pes-tam,0.8181818181818181
pes-tur,0.6599999999999999
pes-tat,0.819672131147541
pes-ukr,0.8709677419354839
pes-cmn,0.8805970149253731
spa-spa,0.0
spa-eus,0.5675675675675675
spa-fra,0.7446808510638299
spa-fry,0.8823529411764706
spa-ita,0.6585365853658536
spa-kab,0.8297872340425532
spa-nld,0.8070175438596492
spa-pol,0.8235294117647058
spa-por,0.7307692307692308
spa-rus,0.8448275862068966
spa-kin,0.8064516129032258
spa-swe,0.9285714285714286
spa-tam,0.8269230769230769
spa-tur,0.7884615384615384
spa-tat,0.8070175438596492
spa-ukr,0.8214285714285714
spa-cmn,0.873015873015873
eus-eus,0.0
eus-fra,0.76
eus-fry,0.8873239436619719
eus-ita,0.7391304347826086
eus-kab,0.8163265306122449
eus-nld,0.8548387096774194
eus-pol,0.7884615384615384
eus-por,0.7454545454545455
eus-rus,0.8524590163934427
eus-kin,0.796875
eus-swe,0.9322033898305084
eus-tam,0.8363636363636364
eus-tur,0.8
eus-tat,0.8548387096774194
eus-ukr,0.8103448275862069
eus-cmn,0.8787878787878788
fra-fra,0.0
fra-fry,0.6923076923076923
fra-ita,0.47619047619047616
fra-kab,0.8148148148148149
fra-nld,0.625
fra-pol,0.7678571428571428
fra-por,0.6363636363636364
fra-rus,0.7333333333333334
fra-kin,0.639344262295082
fra-swe,0.85
fra-tam,0.75
fra-tur,0.8387096774193549
fra-tat,0.7377049180327868
fra-ukr,0.7903225806451613
fra-cmn,0.7692307692307692
fry-fry,0.0
fry-ita,0.734375
fry-kab,0.8428571428571429
fry-nld,0.5757575757575757
fry-pol,0.8378378378378378
fry-por,0.8354430379746836
fry-rus,0.8076923076923077
fry-kin,0.6666666666666667
fry-swe,0.676923076923077
fry-tam,0.7014925373134329
fry-tur,0.8289473684210527
fry-tat,0.825
fry-ukr,0.85
fry-cmn,0.7236842105263157
ita-ita,0.0
ita-kab,0.75
ita-nld,0.7192982456140351
ita-pol,0.7
ita-por,0.5800000000000001
ita-rus,0.6666666666666667
ita-kin,0.5892857142857143
ita-swe,0.8392857142857143
ita-tam,0.6799999999999999
ita-tur,0.847457627118644
ita-tat,0.6964285714285714
ita-ukr,0.7090909090909091
ita-cmn,0.7936507936507937
kab-kab,0.0
kab-nld,0.8032786885245902
kab-pol,0.8392857142857143
kab-por,0.890625
kab-rus,0.8387096774193549
kab-kin,0.746031746031746
kab-swe,0.8596491228070176
kab-tam,0.8
kab-tur,0.9032258064516129
kab-tat,0.8032786885245902
kab-ukr,0.8166666666666667
kab-cmn,0.8985507246376812
nld-nld,0.0
nld-pol,0.835820895522388
nld-por,0.8169014084507042
nld-rus,0.8356164383561644
nld-kin,0.7222222222222222
nld-swe,0.7419354838709677
nld-tam,0.7846153846153846
nld-tur,0.8591549295774648
nld-tat,0.821917808219178
nld-ukr,0.8
nld-cmn,0.8133333333333334
pol-pol,0.0
pol-por,0.6666666666666667
pol-rus,0.7580645161290323
pol-kin,0.8493150684931507
pol-swe,0.8135593220338984
pol-tam,0.7543859649122807
pol-tur,0.859375
pol-tat,0.6551724137931034
pol-ukr,0.6666666666666667
pol-cmn,0.8428571428571429
por-por,0.0
por-rus,0.7794117647058824
por-kin,0.7837837837837838
por-swe,0.8656716417910448
por-tam,0.7580645161290323
por-tur,0.8208955223880597
por-tat,0.7272727272727273
por-ukr,0.7384615384615385
por-cmn,0.8846153846153846
rus-rus,0.0
rus-kin,0.7534246575342466
rus-swe,0.8840579710144928
rus-tam,0.7419354838709677
rus-tur,0.904109589041096
rus-tat,0.7313432835820896
rus-ukr,0.7230769230769231
rus-cmn,0.8421052631578947
kin-kin,0.0
kin-swe,0.8
kin-tam,0.6507936507936508
kin-tur,0.7916666666666666
kin-tat,0.7733333333333333
kin-ukr,0.8157894736842105
kin-cmn,0.7974683544303798
swe-swe,0.0
swe-tam,0.7758620689655172
swe-tur,0.859375
swe-tat,0.78125
swe-ukr,0.8484848484848485
swe-cmn,0.9054054054054054
tam-tam,0.0
tam-tur,0.84375
tam-tat,0.7846153846153846
tam-ukr,0.8153846153846154
tam-cmn,0.8285714285714285
tur-tur,0.0
tur-tat,0.8591549295774648
tur-ukr,0.8382352941176471
tur-cmn,0.8947368421052632
tat-tat,0.0
tat-ukr,0.7272727272727273
tat-cmn,0.8441558441558441
ukr-ukr,0.0
ukr-cmn,0.8987341772151899
cmn-cmn,0.0
